correct	correct_response	count_exp_sequence	leksikalnost	rec	response	response_time	trial_number	naziv_fajla	exp_title	accuracy
1	3	164	pseudorec	NJERNOM	3	846	171	subject-1.csv	PRIDEVI_A	96.9696969697
1	1	165	rec	KULTURNOJ	1	735	30	subject-1.csv	PRIDEVI_A	96.9879518072
1	3	166	pseudorec	GILANOG	3	556	121	subject-1.csv	PRIDEVI_A	97.005988024
1	3	167	pseudorec	CUKAVOJ	3	613	181	subject-1.csv	PRIDEVI_A	97.0238095238
1	1	168	rec	KONKRETNOJ	1	897	27	subject-1.csv	PRIDEVI_A	97.0414201183
1	1	169	rec	GLAVNOG	1	790	19	subject-1.csv	PRIDEVI_A	97.0588235294
1	3	170	pseudorec	PLOSTOM	3	706	164	subject-1.csv	PRIDEVI_A	97.0760233918
1	1	171	rec	VLAŽNOJ	1	835	99	subject-1.csv	PRIDEVI_A	97.0930232558
1	3	172	pseudorec	KISAVOM	3	793	153	subject-1.csv	PRIDEVI_A	97.1098265896
1	1	173	rec	MRAČNOM	1	652	41	subject-1.csv	PRIDEVI_A	97.1264367816
1	1	174	rec	POVOLJNOJ	1	651	63	subject-1.csv	PRIDEVI_A	97.1428571429
1	1	175	rec	MIRISNOM	1	617	38	subject-1.csv	PRIDEVI_A	97.1590909091
0	1	176	rec	ZLATNOJ	None	1500	105	subject-1.csv	PRIDEVI_A	96.6101694915
1	1	177	rec	ČUDESNOG	1	558	10	subject-1.csv	PRIDEVI_A	96.6292134831
1	1	178	rec	PRLJAVOM	1	797	68	subject-1.csv	PRIDEVI_A	96.6480446927
1	1	179	rec	NEVINOM	1	474	50	subject-1.csv	PRIDEVI_A	96.6666666667
1	3	180	pseudorec	LARUTOG	3	634	114	subject-1.csv	PRIDEVI_A	96.6850828729
1	1	181	rec	PRIRODNOJ	1	516	66	subject-1.csv	PRIDEVI_A	96.7032967033
0	1	182	rec	UPORNOJ	None	1500	96	subject-1.csv	PRIDEVI_A	96.174863388
1	1	183	rec	KUĆNOM	1	743	29	subject-1.csv	PRIDEVI_A	96.1956521739
1	1	184	rec	GORKOM	1	644	20	subject-1.csv	PRIDEVI_A	96.2162162162
1	3	185	pseudorec	OSKENOJ	3	628	198	subject-1.csv	PRIDEVI_A	96.2365591398
1	1	186	rec	LAŽNOM	1	542	32	subject-1.csv	PRIDEVI_A	96.256684492
1	1	187	rec	NAUČNOM	1	592	44	subject-1.csv	PRIDEVI_A	96.2765957447
1	1	188	rec	JAKOJ	1	618	24	subject-1.csv	PRIDEVI_A	96.2962962963
1	3	189	pseudorec	KUJANOG	3	691	127	subject-1.csv	PRIDEVI_A	96.3157894737
1	3	190	pseudorec	TILBINOJ	3	701	210	subject-1.csv	PRIDEVI_A	96.335078534
1	3	191	pseudorec	PIKANOG	3	700	125	subject-1.csv	PRIDEVI_A	96.3541666667
1	1	192	rec	POZNATOG	1	598	64	subject-1.csv	PRIDEVI_A	96.3730569948
1	1	193	rec	ČELIČNOG	1	715	7	subject-1.csv	PRIDEVI_A	96.3917525773
1	3	194	pseudorec	NOLENOG	3	730	112	subject-1.csv	PRIDEVI_A	96.4102564103
1	1	195	rec	NEŽNOJ	1	568	51	subject-1.csv	PRIDEVI_A	96.4285714286
1	1	196	rec	NISKOM	1	588	53	subject-1.csv	PRIDEVI_A	96.4467005076
1	3	197	pseudorec	BUTOJ	3	812	209	subject-1.csv	PRIDEVI_A	96.4646464646
1	3	198	pseudorec	VURNOG	3	684	117	subject-1.csv	PRIDEVI_A	96.4824120603
1	1	199	rec	ŠUMSKOG	1	555	88	subject-1.csv	PRIDEVI_A	96.5
1	1	200	rec	NOĆNOJ	1	569	54	subject-1.csv	PRIDEVI_A	96.5174129353
1	1	201	rec	GRADSKOG	1	627	22	subject-1.csv	PRIDEVI_A	96.5346534653
1	1	202	rec	EKONOMSKOM	1	620	17	subject-1.csv	PRIDEVI_A	96.5517241379
1	3	203	pseudorec	NELAHOJ	3	846	186	subject-1.csv	PRIDEVI_A	96.568627451
1	3	204	pseudorec	MRGAVOM	3	609	163	subject-1.csv	PRIDEVI_A	96.5853658537
1	3	205	pseudorec	PUMNOG	3	551	132	subject-1.csv	PRIDEVI_A	96.6019417476
1	3	206	pseudorec	GUJAFOJ	3	517	211	subject-1.csv	PRIDEVI_A	96.6183574879
1	1	207	rec	ZNAČAJNOG	1	569	106	subject-1.csv	PRIDEVI_A	96.6346153846
1	1	208	rec	STAKLENOJ	1	629	84	subject-1.csv	PRIDEVI_A	96.6507177033
1	1	209	rec	MORSKOG	1	796	40	subject-1.csv	PRIDEVI_A	96.6666666667
1	1	210	rec	UMORNOM	1	593	95	subject-1.csv	PRIDEVI_A	96.682464455
1	3	211	pseudorec	KESANOM	3	634	145	subject-1.csv	PRIDEVI_A	96.6981132075
1	3	212	pseudorec	ZEGENOJ	3	697	207	subject-1.csv	PRIDEVI_A	96.7136150235
1	3	213	pseudorec	MORIVOM	3	881	148	subject-1.csv	PRIDEVI_A	96.7289719626
1	1	214	rec	ODLIČNOM	1	570	56	subject-1.csv	PRIDEVI_A	96.7441860465
1	3	215	pseudorec	SOROKOG	3	541	107	subject-1.csv	PRIDEVI_A	96.7592592593
1	3	216	pseudorec	DORANOG	3	505	110	subject-1.csv	PRIDEVI_A	96.7741935484
1	1	217	rec	JUŽNOG	1	555	25	subject-1.csv	PRIDEVI_A	96.7889908257
1	3	218	pseudorec	PEFENOM	3	601	170	subject-1.csv	PRIDEVI_A	96.803652968
1	1	219	rec	NEVIDLJIVOG	1	610	49	subject-1.csv	PRIDEVI_A	96.8181818182
1	1	220	rec	RATNOJ	1	545	72	subject-1.csv	PRIDEVI_A	96.8325791855
1	1	221	rec	SJAJNOJ	1	612	78	subject-1.csv	PRIDEVI_A	96.8468468468
0	1	222	rec	PROKLETOJ	None	1500	69	subject-1.csv	PRIDEVI_A	96.4125560538
0	1	223	rec	SLIČNOM	None	1500	80	subject-1.csv	PRIDEVI_A	95.9821428571
1	1	224	rec	KONAČNOM	1	740	26	subject-1.csv	PRIDEVI_A	96
1	1	225	rec	ČVRSTOM	1	465	11	subject-1.csv	PRIDEVI_A	96.017699115
1	1	226	rec	DNEVNOM	1	555	14	subject-1.csv	PRIDEVI_A	96.0352422907
1	3	227	pseudorec	LJITKOM	3	749	173	subject-1.csv	PRIDEVI_A	96.0526315789
1	1	228	rec	TANKOM	1	812	92	subject-1.csv	PRIDEVI_A	96.0698689956
1	1	229	rec	MUZIČKOG	1	632	43	subject-1.csv	PRIDEVI_A	96.0869565217
1	3	230	pseudorec	SULNOM	3	651	150	subject-1.csv	PRIDEVI_A	96.1038961039
1	3	231	pseudorec	MILATOG	3	551	131	subject-1.csv	PRIDEVI_A	96.1206896552
